Year,Quarter,Month,Day,Median of FILEDISP_DAYS,PRETRIAL
2023,Qtr 1,March,15,209,ROR/Bonded
2023,Qtr 1,March,16,322,Detained
2023,Qtr 1,March,16,440,ROR/Bonded
2023,Qtr 1,March,17,387,Detained
2023,Qtr 1,March,17,1481,ROR/Bonded
2023,Qtr 1,March,20,181,Detained
2023,Qtr 1,March,20,140,ROR/Bonded
2023,Qtr 1,March,21,374,Detained
2023,Qtr 1,March,21,252,ROR/Bonded
2023,Qtr 1,March,22,308,Detained
2023,Qtr 1,March,22,232,ROR/Bonded
2023,Qtr 1,March,23,301,Detained
2023,Qtr 1,March,23,285,ROR/Bonded
2023,Qtr 1,March,24,213,Detained
2023,Qtr 1,March,24,211,ROR/Bonded
2023,Qtr 1,March,27,76,Detained
2023,Qtr 1,March,27,300,ROR/Bonded
2023,Qtr 1,March,28,166,Detained
2023,Qtr 1,March,28,211,ROR/Bonded
2023,Qtr 1,March,29,209,Detained
2023,Qtr 1,March,29,204,ROR/Bonded
2023,Qtr 1,March,30,278,Detained
2023,Qtr 1,March,30,289,ROR/Bonded
2023,Qtr 2,April,3,399,Detained
2023,Qtr 2,April,3,208,ROR/Bonded
2023,Qtr 2,April,4,386,Detained
2023,Qtr 2,April,4,294,ROR/Bonded
2023,Qtr 2,April,5,187,Detained
2023,Qtr 2,April,5,286,ROR/Bonded
2023,Qtr 2,April,6,868,Detained
2023,Qtr 2,April,6,582,ROR/Bonded
2023,Qtr 2,April,7,207,Detained
2023,Qtr 2,April,7,351,ROR/Bonded
2023,Qtr 2,April,10,66,Detained
2023,Qtr 2,April,10,399,ROR/Bonded
2023,Qtr 2,April,11,147,Detained
2023,Qtr 2,April,11,157,ROR/Bonded
2023,Qtr 2,April,12,2500,Detained
2023,Qtr 2,April,12,2599,ROR/Bonded
2023,Qtr 2,April,13,495,Detained
2023,Qtr 2,April,13,277,ROR/Bonded
2023,Qtr 2,April,14,267,Detained
2023,Qtr 2,April,14,77,ROR/Bonded
2023,Qtr 2,April,17,227,Detained
2023,Qtr 2,April,17,208,ROR/Bonded
2023,Qtr 2,April,18,173,Detained
2023,Qtr 2,April,18,209,ROR/Bonded
2023,Qtr 2,April,19,257,Detained
2023,Qtr 2,April,19,280,ROR/Bonded
2023,Qtr 2,April,20,350,Detained
2023,Qtr 2,April,20,267,ROR/Bonded
2023,Qtr 2,April,21,262,Detained
2023,Qtr 2,April,21,127,ROR/Bonded
2023,Qtr 2,April,22,281,ROR/Bonded
2023,Qtr 2,April,23,200,ROR/Bonded
2023,Qtr 2,April,24,66,Detained
2023,Qtr 2,April,24,228,ROR/Bonded
2023,Qtr 2,April,25,43,Detained
2023,Qtr 2,April,25,117,ROR/Bonded
2023,Qtr 2,April,26,40,Detained
2023,Qtr 2,April,26,284,ROR/Bonded
2023,Qtr 2,April,27,188,Detained
2023,Qtr 2,April,27,284,ROR/Bonded
2023,Qtr 2,April,28,284,Detained
2023,Qtr 2,April,28,599,ROR/Bonded
2023,Qtr 2,May,1,431,Detained
2023,Qtr 2,May,1,231,ROR/Bonded
2023,Qtr 2,May,2,193,Detained
2023,Qtr 2,May,2,278,ROR/Bonded
2023,Qtr 2,May,3,72,Detained
2023,Qtr 2,May,3,284,ROR/Bonded
2023,Qtr 2,May,4,400,Detained
2023,Qtr 2,May,4,240,ROR/Bonded
2023,Qtr 2,May,5,146,Detained
2023,Qtr 2,May,5,308,ROR/Bonded
2023,Qtr 2,May,8,153,Detained
2023,Qtr 2,May,8,322,ROR/Bonded
2023,Qtr 2,May,9,117,Detained
2023,Qtr 2,May,9,216,ROR/Bonded
2023,Qtr 2,May,10,316,Detained
2023,Qtr 2,May,10,172,ROR/Bonded
2023,Qtr 2,May,11,315,Detained
2023,Qtr 2,May,11,279,ROR/Bonded
2023,Qtr 2,May,12,479,Detained
2023,Qtr 2,May,12,372,ROR/Bonded
2023,Qtr 2,May,15,175,Detained
2023,Qtr 2,May,15,234,ROR/Bonded
2023,Qtr 2,May,16,652,Detained
2023,Qtr 2,May,16,268,ROR/Bonded
2023,Qtr 2,May,17,78,Detained
2023,Qtr 2,May,17,182,ROR/Bonded
2023,Qtr 2,May,18,121,Detained
2023,Qtr 2,May,18,255,ROR/Bonded
2023,Qtr 2,May,19,3,Detained
2023,Qtr 2,May,19,32,ROR/Bonded
2023,Qtr 2,May,22,159,Detained
2023,Qtr 2,May,22,238,ROR/Bonded
2023,Qtr 2,May,23,297,Detained
2023,Qtr 2,May,23,241,ROR/Bonded
2023,Qtr 2,May,24,161,Detained
2023,Qtr 2,May,24,211,ROR/Bonded
2023,Qtr 2,May,25,247,Detained
2023,Qtr 2,May,25,250,ROR/Bonded
2023,Qtr 2,May,26,223,Detained
2023,Qtr 2,May,26,751,ROR/Bonded
2023,Qtr 2,May,30,449,Detained
2023,Qtr 2,May,30,250,ROR/Bonded
2023,Qtr 2,May,31,65,Detained
2023,Qtr 2,May,31,141,ROR/Bonded
2023,Qtr 2,June,1,90,Detained
2023,Qtr 2,June,1,286,ROR/Bonded
2023,Qtr 2,June,2,153,Detained
2023,Qtr 2,June,2,86,ROR/Bonded
2023,Qtr 2,June,5,327,Detained
2023,Qtr 2,June,5,255,ROR/Bonded
2023,Qtr 2,June,6,252,Detained
2023,Qtr 2,June,6,264,ROR/Bonded
2023,Qtr 2,June,7,176,Detained
2023,Qtr 2,June,7,210,ROR/Bonded
2023,Qtr 2,June,8,20,Detained
2023,Qtr 2,June,8,149,ROR/Bonded
2023,Qtr 2,June,9,88,Detained
2023,Qtr 2,June,9,316,ROR/Bonded
2023,Qtr 2,June,12,189,Detained
2023,Qtr 2,June,12,280,ROR/Bonded
2023,Qtr 2,June,13,127,Detained
2023,Qtr 2,June,13,175,ROR/Bonded
2023,Qtr 2,June,14,1,Detained
2023,Qtr 2,June,14,254,ROR/Bonded
2023,Qtr 2,June,15,343,Detained
2023,Qtr 2,June,15,317,ROR/Bonded
2023,Qtr 2,June,16,8,Detained
2023,Qtr 2,June,16,73,ROR/Bonded
2023,Qtr 2,June,20,173,Detained
2023,Qtr 2,June,20,224,ROR/Bonded
2023,Qtr 2,June,21,70,Detained
2023,Qtr 2,June,21,312,ROR/Bonded
2023,Qtr 2,June,22,275,Detained
2023,Qtr 2,June,22,270,ROR/Bonded
2023,Qtr 2,June,23,277,Detained
2023,Qtr 2,June,23,151,ROR/Bonded
2023,Qtr 2,June,26,161,Detained
2023,Qtr 2,June,26,237,ROR/Bonded
2023,Qtr 2,June,27,243,Detained
2023,Qtr 2,June,27,224,ROR/Bonded
2023,Qtr 2,June,28,114,Detained
2023,Qtr 2,June,28,180,ROR/Bonded
2023,Qtr 2,June,29,400,Detained
2023,Qtr 2,June,29,201,ROR/Bonded
2023,Qtr 2,June,30,42,Detained
2023,Qtr 2,June,30,141,ROR/Bonded
2023,Qtr 3,July,3,26,Detained
2023,Qtr 3,July,3,389,ROR/Bonded
2023,Qtr 3,July,5,2,Detained
2023,Qtr 3,July,5,100,ROR/Bonded
2023,Qtr 3,July,6,129,Detained
2023,Qtr 3,July,6,155,ROR/Bonded
2023,Qtr 3,July,7,3,Detained
2023,Qtr 3,July,7,125,ROR/Bonded
2023,Qtr 3,July,10,126,Detained
2023,Qtr 3,July,10,319,ROR/Bonded
2023,Qtr 3,July,11,315,Detained
2023,Qtr 3,July,11,271,ROR/Bonded
2023,Qtr 3,July,12,30,Detained
2023,Qtr 3,July,12,359,ROR/Bonded
2023,Qtr 3,July,13,3,Detained
2023,Qtr 3,July,13,169,ROR/Bonded
2023,Qtr 3,July,14,90,Detained
2023,Qtr 3,July,14,254,ROR/Bonded
2023,Qtr 3,July,17,222,Detained
2023,Qtr 3,July,17,416,ROR/Bonded
2023,Qtr 3,July,18,137,Detained
2023,Qtr 3,July,18,215,ROR/Bonded
2023,Qtr 3,July,19,42,Detained
2023,Qtr 3,July,19,341,ROR/Bonded
2023,Qtr 3,July,20,485,Detained
2023,Qtr 3,July,20,228,ROR/Bonded
2023,Qtr 3,July,21,74,Detained
2023,Qtr 3,July,21,36,ROR/Bonded
2023,Qtr 3,July,24,108,Detained
2023,Qtr 3,July,24,180,ROR/Bonded
2023,Qtr 3,July,25,116,Detained
2023,Qtr 3,July,25,145,ROR/Bonded
2023,Qtr 3,July,26,36,Detained
2023,Qtr 3,July,26,209,ROR/Bonded
2023,Qtr 3,July,27,132,Detained
2023,Qtr 3,July,27,121,ROR/Bonded
2023,Qtr 3,July,28,9,Detained
2023,Qtr 3,July,28,166,ROR/Bonded
2023,Qtr 3,July,31,28,Detained
2023,Qtr 3,July,31,222,ROR/Bonded
2023,Qtr 3,August,1,25,Detained
2023,Qtr 3,August,1,223,ROR/Bonded
2023,Qtr 3,August,2,141,Detained
2023,Qtr 3,August,2,146,ROR/Bonded
2023,Qtr 3,August,3,108,Detained
2023,Qtr 3,August,3,254,ROR/Bonded
2023,Qtr 3,August,4,2,Detained
2023,Qtr 3,August,4,282,ROR/Bonded
2023,Qtr 3,August,7,137,Detained
2023,Qtr 3,August,7,242,ROR/Bonded
2023,Qtr 3,August,8,411,Detained
2023,Qtr 3,August,8,173,ROR/Bonded
2023,Qtr 3,August,9,77,Detained
2023,Qtr 3,August,9,415,ROR/Bonded
2023,Qtr 3,August,10,135,Detained
2023,Qtr 3,August,10,190,ROR/Bonded
2023,Qtr 3,August,11,20,Detained
2023,Qtr 3,August,11,131,ROR/Bonded
2023,Qtr 3,August,14,47,Detained
2023,Qtr 3,August,14,350,ROR/Bonded
2023,Qtr 3,August,15,30,Detained
2023,Qtr 3,August,15,219,ROR/Bonded
2023,Qtr 3,August,16,43,Detained
2023,Qtr 3,August,16,98,ROR/Bonded
2023,Qtr 3,August,17,183,Detained
2023,Qtr 3,August,17,147,ROR/Bonded
2023,Qtr 3,August,18,393,Detained
2023,Qtr 3,August,18,73,ROR/Bonded
2023,Qtr 3,August,19,435,ROR/Bonded
2023,Qtr 3,August,21,89,Detained
2023,Qtr 3,August,21,215,ROR/Bonded
2023,Qtr 3,August,22,224,Detained
2023,Qtr 3,August,22,190,ROR/Bonded
2023,Qtr 3,August,23,91,Detained
2023,Qtr 3,August,23,121,ROR/Bonded
2023,Qtr 3,August,24,23,Detained
2023,Qtr 3,August,24,162,ROR/Bonded
2023,Qtr 3,August,25,201,Detained
2023,Qtr 3,August,25,24,ROR/Bonded
2023,Qtr 3,August,28,126,Detained
2023,Qtr 3,August,28,271,ROR/Bonded
2023,Qtr 3,August,29,115,Detained
2023,Qtr 3,August,29,147,ROR/Bonded
2023,Qtr 3,August,30,97,Detained
2023,Qtr 3,August,30,263,ROR/Bonded
2023,Qtr 3,August,31,96,Detained
2023,Qtr 3,August,31,254,ROR/Bonded
2023,Qtr 3,September,1,22,Detained
2023,Qtr 3,September,1,84,ROR/Bonded
2023,Qtr 3,September,5,237,Detained
2023,Qtr 3,September,5,287,ROR/Bonded
2023,Qtr 3,September,6,210,Detained
2023,Qtr 3,September,6,236,ROR/Bonded
2023,Qtr 3,September,7,14,Detained
2023,Qtr 3,September,7,454,ROR/Bonded
2023,Qtr 3,September,8,94,Detained
2023,Qtr 3,September,8,195,ROR/Bonded
2023,Qtr 3,September,11,75,Detained
2023,Qtr 3,September,11,92,ROR/Bonded
2023,Qtr 3,September,12,472,Detained
2023,Qtr 3,September,12,174,ROR/Bonded
2023,Qtr 3,September,13,175,Detained
2023,Qtr 3,September,13,498,ROR/Bonded
2023,Qtr 3,September,14,100,Detained
2023,Qtr 3,September,14,149,ROR/Bonded
2023,Qtr 3,September,15,52,Detained
2023,Qtr 3,September,15,212,ROR/Bonded
2023,Qtr 3,September,18,84,Detained
2023,Qtr 3,September,18,299,ROR/Bonded
2023,Qtr 3,September,19,203,Detained
2023,Qtr 3,September,19,281,ROR/Bonded
2023,Qtr 3,September,20,88,Detained
2023,Qtr 3,September,20,99,ROR/Bonded
2023,Qtr 3,September,21,63,Detained
2023,Qtr 3,September,21,216,ROR/Bonded
2023,Qtr 3,September,25,251,Detained
2023,Qtr 3,September,25,207,ROR/Bonded
2023,Qtr 3,September,26,20,Detained
2023,Qtr 3,September,26,169,ROR/Bonded
2023,Qtr 3,September,27,79,Detained
2023,Qtr 3,September,27,145,ROR/Bonded
2023,Qtr 3,September,28,2,Detained
2023,Qtr 3,September,28,263,ROR/Bonded
2023,Qtr 3,September,29,158,Detained
2023,Qtr 3,September,29,290,ROR/Bonded
2023,Qtr 4,October,2,102,Detained
2023,Qtr 4,October,2,91,ROR/Bonded
2023,Qtr 4,October,3,71,Detained
2023,Qtr 4,October,3,99,ROR/Bonded
2023,Qtr 4,October,4,198,Detained
2023,Qtr 4,October,4,161,ROR/Bonded
2023,Qtr 4,October,5,131,Detained
2023,Qtr 4,October,5,101,ROR/Bonded
2023,Qtr 4,October,6,390,Detained
2023,Qtr 4,October,6,123,ROR/Bonded
2023,Qtr 4,October,9,3,Detained
2023,Qtr 4,October,9,376,ROR/Bonded
2023,Qtr 4,October,10,111,Detained
2023,Qtr 4,October,10,226,ROR/Bonded
2023,Qtr 4,October,11,49,Detained
2023,Qtr 4,October,11,148,ROR/Bonded
2023,Qtr 4,October,12,87,Detained
2023,Qtr 4,October,12,246,ROR/Bonded
2023,Qtr 4,October,13,86,Detained
2023,Qtr 4,October,13,448,ROR/Bonded
2023,Qtr 4,October,16,123,Detained
2023,Qtr 4,October,16,264,ROR/Bonded
2023,Qtr 4,October,17,140,Detained
2023,Qtr 4,October,17,322,ROR/Bonded
2023,Qtr 4,October,18,141,Detained
2023,Qtr 4,October,18,240,ROR/Bonded
2023,Qtr 4,October,19,226,Detained
2023,Qtr 4,October,19,174,ROR/Bonded
2023,Qtr 4,October,20,94,Detained
2023,Qtr 4,October,20,167,ROR/Bonded
2023,Qtr 4,October,23,124,Detained
2023,Qtr 4,October,23,255,ROR/Bonded
2023,Qtr 4,October,24,178,Detained
2023,Qtr 4,October,24,263,ROR/Bonded
2023,Qtr 4,October,25,1,Detained
2023,Qtr 4,October,25,154,ROR/Bonded
2023,Qtr 4,October,26,315,Detained
2023,Qtr 4,October,26,182,ROR/Bonded
2023,Qtr 4,October,27,51,Detained
2023,Qtr 4,October,27,191,ROR/Bonded
2023,Qtr 4,October,30,359,Detained
2023,Qtr 4,October,30,178,ROR/Bonded
2023,Qtr 4,October,31,283,Detained
2023,Qtr 4,October,31,236,ROR/Bonded
2023,Qtr 4,November,1,130,Detained
2023,Qtr 4,November,1,198,ROR/Bonded
2023,Qtr 4,November,2,142,Detained
2023,Qtr 4,November,2,190,ROR/Bonded
2023,Qtr 4,November,3,232,Detained
2023,Qtr 4,November,3,130,ROR/Bonded
2023,Qtr 4,November,6,274,Detained
2023,Qtr 4,November,6,180,ROR/Bonded
2023,Qtr 4,November,7,119,Detained
2023,Qtr 4,November,7,184,ROR/Bonded
2023,Qtr 4,November,8,96,Detained
2023,Qtr 4,November,8,193,ROR/Bonded
2023,Qtr 4,November,9,63,Detained
2023,Qtr 4,November,9,160,ROR/Bonded
2023,Qtr 4,November,13,43,Detained
2023,Qtr 4,November,13,18,ROR/Bonded
2023,Qtr 4,November,14,220,Detained
2023,Qtr 4,November,14,229,ROR/Bonded
2023,Qtr 4,November,15,70,Detained
2023,Qtr 4,November,15,280,ROR/Bonded
2023,Qtr 4,November,16,242,Detained
2023,Qtr 4,November,16,254,ROR/Bonded
2023,Qtr 4,November,17,163,Detained
2023,Qtr 4,November,17,117,ROR/Bonded
2023,Qtr 4,November,20,87,Detained
2023,Qtr 4,November,20,138,ROR/Bonded
2023,Qtr 4,November,21,81,Detained
2023,Qtr 4,November,21,185,ROR/Bonded
2023,Qtr 4,November,22,100,Detained
2023,Qtr 4,November,22,111,ROR/Bonded
2023,Qtr 4,November,23,171,Detained
2023,Qtr 4,November,27,136,Detained
2023,Qtr 4,November,27,158,ROR/Bonded
2023,Qtr 4,November,28,792,Detained
2023,Qtr 4,November,28,197,ROR/Bonded
2023,Qtr 4,November,29,76,Detained
2023,Qtr 4,November,29,216,ROR/Bonded
2023,Qtr 4,November,30,316,Detained
2023,Qtr 4,November,30,276,ROR/Bonded
2023,Qtr 4,December,1,484,Detained
2023,Qtr 4,December,1,229,ROR/Bonded
2023,Qtr 4,December,4,63,Detained
2023,Qtr 4,December,4,181,ROR/Bonded
2023,Qtr 4,December,5,193,Detained
2023,Qtr 4,December,5,274,ROR/Bonded
2023,Qtr 4,December,6,228,Detained
2023,Qtr 4,December,6,338,ROR/Bonded
2023,Qtr 4,December,7,8,Detained
2023,Qtr 4,December,7,175,ROR/Bonded
2023,Qtr 4,December,8,238,Detained
2023,Qtr 4,December,8,186,ROR/Bonded
2023,Qtr 4,December,11,217,Detained
2023,Qtr 4,December,11,173,ROR/Bonded
2023,Qtr 4,December,12,116,Detained
2023,Qtr 4,December,12,236,ROR/Bonded
2023,Qtr 4,December,13,313,Detained
2023,Qtr 4,December,13,151,ROR/Bonded
2023,Qtr 4,December,14,142,Detained
2023,Qtr 4,December,14,145,ROR/Bonded
2023,Qtr 4,December,15,1,Detained
2023,Qtr 4,December,15,266,ROR/Bonded
2023,Qtr 4,December,18,63,Detained
2023,Qtr 4,December,18,133,ROR/Bonded
2023,Qtr 4,December,19,1,Detained
2023,Qtr 4,December,19,203,ROR/Bonded
2023,Qtr 4,December,20,52,Detained
2023,Qtr 4,December,20,182,ROR/Bonded
2023,Qtr 4,December,21,44,Detained
2023,Qtr 4,December,21,93,ROR/Bonded
2023,Qtr 4,December,22,21,ROR/Bonded
2023,Qtr 4,December,26,2,Detained
2023,Qtr 4,December,26,110,ROR/Bonded
2023,Qtr 4,December,27,190,Detained
2023,Qtr 4,December,27,290,ROR/Bonded
2023,Qtr 4,December,28,174,Detained
2023,Qtr 4,December,28,99,ROR/Bonded
2023,Qtr 4,December,29,25,ROR/Bonded
